County,CDF_or_Local_Authority,2002/3,2003/4,2004/5,2005/6,2006/7,2007/8,2008/9,2009/10,OBJECTID
Nairobi,Local Authorities,5288369275,4410918409,4550307644,4837344371,6674743730,8069902001,9490494329,,0
